SMILES,%F,SOURCE
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(N)ccc3[nH]2)CC1,85.0,Hou
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O,35.0,Hou
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,1.0,Kim
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,85.0,Hou
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,90.0,Kim
Cc1cccc(Nc2ccccc2C(=O)O)c1C,90.0,Hou
Cc1cnc(C[S@@](=O)c2nc3ccccc3[nH]2)cc1OCC(F)(F)F,81.0,Hou
CC(O)(P(=O)(O)O)P(=O)(O)O,5.0,Hou
CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,8.0,Hou
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,20.0,Kim
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0.0,Hou
O=C(O)CCNC(=O)c1ccc(N/N=C2/C=CC(=O)C(C(=O)O)=C2)cc1,1.0,Hou
CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,99.0,Kim
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,27.0,chembl25
COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,93.0,Hou
COc1cc(=N)cnn1-c1ccccc1,58.0,Hou
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,37.0,Hou
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,49.0,Hou
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,22.0,Kim
CC[N@+]1(C)[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,1.0,Hou
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,24.0,Hou
c1ccc([C@H]2CN3CCSC3=N2)cc1,65.0,Hou
C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,58.0,Kim
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,96.0,Hou
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,63.5,Hou
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,15.0,Hou
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2CC[C@H]1C(=O)O,52.0,Hou
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,35.0,Hou
NC1=NC(=O)N([C@@H]2CS[C@H](CO)O2)CC1,86.0,Hou
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,61.0,chembl25
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,6.0,Kim
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,52.0,Kim
N[C@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,90.0,Hou
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,70.0,Kim
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,56.0,Hou
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,37.0,Kim
CNC1(c2ccccc2Cl)CCCCC1=O,20.0,Kim
O=C(O)CCCCC1SCC2NC(=O)NC21,99.0,Kim
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,40.0,Hou
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,42.5,Hou
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,61.0,Kim
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,99.0,Hou
CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,6.0,Kim
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,24.700001,Hou
CCc1cc(C(N)=S)ccn1,80.0,Hou
CCCC[C@H]1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,90.0,Hou
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,0.0,Hou
CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,3.0,Kim
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,93.0,Hou
CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,99.0,Kim
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,42.0,Kim
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,86.0,Kim
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,8.0,Kim
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,30.0,Hou
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,93.0,Hou
Cn1cc[nH]c1=S,93.0,Hou
CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,22.0,Hou
NC12CC3CC(CC(C3)C1)C2,90.0,Hou
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,45.0,Kim
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,90.0,Hou
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,68.0,Kim
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,90.0,Hou
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.0,Kim
CC1OC1P(=O)(O)O,31.0,Kim
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,90.0,chembl25
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,73.0,Hou
Cc1nsc(NS(=O)(=O)c2ccc(N)cc2)c1C,96.0,Hou
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,50.0,Hou
COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,49.0,Hou
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,15.0,Kim
NC(=O)c1cnccn1,90.0,Hou
CC(C)N[C@@H](C)[C@H](O)c1cccc2ccccc12,26.0,Hou
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,16.5,Kim
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,5.0,Kim
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,80.0,Hou
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,0.0,Kim
NCC1CCC(C(=O)O)CC1,34.0,Kim
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,11.0,chembl25
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,6.0,Hou
CCOc1ccccc1OCC1CNCCO1,85.0,Kim
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,85.0,Kim
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,90.0,Kim
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1.0,Hou
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,89.0,chembl25
O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,93.0,Hou
CNCCC(Oc1cccc2ccccc12)c1cccs1,50.0,Kim
Cc1cccc(C)c1OCC(C)N,87.0,Kim
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,28.0,Kim
COc1ccccc1OCCNCC(O)c1ccc(C)cc1S(N)(=O)=O,99.0,Kim
Nc1[nH]c(=O)ncc1F,83.5,chembl25
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,55.0,Hou
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,47.0,Hou
C[C@H](CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,10.0,chembl25
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,47.0,Hou
O=S(=O)([O-])CCS,62.0,Hou
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,96.0,Kim
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,87.0,Hou
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,97.0,Kim
Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,23.0,Kim
C[C@H](Cc1ccc(O)cc1)N[C@@H](O)Cc1cc(O)cc(O)c1,2.0,Hou
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,63.0,Hou
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,97.0,Kim
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,98.0,Hou
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,80.0,Hou
COc1ccc([C@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1,100.0,Hou
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,5.0,Hou
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,30.0,Kim
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.0,Hou
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@H]2[C@H](C(C)C)[C@@H](NC(=O)[C@@H]3C=C4c5cccc6c5[C@@H](C[C@@H]4N(C)C3)[C@H](Br)N6)C(=O)N12,28.0,Hou
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,90.0,Kim
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](C)(NC(=O)[C@H]3C[C@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12,10.0,Hou
COC(=O)c1c(C)cc([N+](=O)[O-])c(C(=O)OCCN(C)Cc2ccccc2)c1C1C=C(C)NC(C)=C1,23.0,Hou
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@@H]1O5,22.0,Hou
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,1.0,Hou
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,44.0,Hou
COc1ccc2cc(CCC(C)=O)ccc2c1,35.0,Hou
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,18.0,Kim
CCCC[N@@+]1(C)[C@H]2C[C@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,1.0,Hou
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,25.0,Kim
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,75.0,Kim
C=CCN1CCC[C@@H]1CNC(=O)c1cc2nn[nH]c2cc1OC,84.0,Hou
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,51.0,Kim
CN(C)CCC[C@H]1c2ccccc2COc2ccccc21,30.0,Hou
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,25.0,Kim
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,0.0,Kim
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,50.0,Hou
Cc1nnc(C(C)C)n1C1CC2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,23.0,Hou
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,100.0,Hou
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,75.0,Hou
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,94.0,Kim
CC(C)(C)C(=O)OCOC(=O)[C@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@@H]2SC1(C)C,0.0,Hou
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,40.0,Hou
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,10.0,Kim
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,28.0,Hou
N[C@@H](CN[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,94.0,Hou
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,90.0,Hou
CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1,90.0,Hou
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,57.5,Hou
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,99.0,Hou
OCC(O)C(O)C(O)C(O)CO,7.0,Kim
COC(=O)[C@H]1[C@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,57.0,Hou
C=C1c2cccc(O)c2C(=O)[C@@H]2[C@@H]1[C@H](C)[C@H]1[C@H](N(C)C)[C@@H](O)[C@H](C(N)=O)C(=O)[C@@]1(O)[C@@H]2O,58.0,Hou
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,82.0,Kim
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,16.0,Kim
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,62.0,Kim
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C\CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,1.0,Hou
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,88.0,Hou
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,50.0,Hou
COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,90.0,chembl25
Nc1nc(O)c2ncn(COC(CO)CO)c2n1,2.9616666666666664,chembl25
CCC1(O)C(=O)CCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,49.0,Kim
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,40.0,Kim
CCCCN1CC(O)C(O)C(O)C1CO,97.0,Kim
NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1,60.0,Kim
CC(N)Cc1ccccc1,75.0,Kim
CC(C)NC[C@H](O)c1cc(O)cc(O)c1,40.0,Hou
S=c1nc[nH]c2nc[nH]c12,12.0,Hou
NS(=O)(=O)c1cc2c(cc1Cl)N=CN(CSCc1ccccc1)S2(=O)=O,25.0,Hou
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,75.0,Hou
NC(=O)NO,79.0,Hou
N[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,90.0,Hou
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.0,Hou
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,83.0,Hou
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0,Hou
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,60.0,Hou
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,99.0,Kim
C#C[C@@](CCC)(CCC[C@H](C)CCc1ccc(CC)c(CC)c1)c1ccc(CC)c(CC)c1,22.0,Hou
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,40.0,Hou
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,0.0,Hou
CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,95.0,Hou
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,50.0,Hou
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,18.0,Hou
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,28.0,Hou
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,22.5,Hou
O=P1(N(CCCl)CCCl)OCCCN1CCCl,99.0,Kim
NC(CCS)C(=O)O,53.0,Kim
O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,90.0,chembl25
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0.0,Hou
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,100.0,Hou
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,94.0,Kim
CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)cnc3OCCOC)[nH]c(=O)c2nn1Cc1ccccn1,45.0,chembl25
COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,99.0,Kim
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,20.0,Kim
CN=C(NC#N)NCCSCc1nc[nH]c1C,60.0,Kim
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,80.0,Kim
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,40.0,Hou
CC(C)NC[C@@H](O)COc1ccc(OCCOCC2CC2)cc1,100.0,chembl25
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,86.0,Hou
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,94.0,Hou
Nc1nc2ncc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,75.0,Hou
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,75.0,Kim
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,68.0,Hou
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,72.5,Hou
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,50.0,chembl25
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,98.0,Hou
N[C@@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,90.0,Hou
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,0.0,Hou
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,30.0,Kim
CNCC(O)c1cccc(O)c1,35.0,Kim
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,72.0,Kim
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,75.5,Hou
OCCN1CC(O)C(O)C(O)C1CO,60.0,Kim
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,93.0,Kim
NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,64.0,Hou
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,1.0,Kim
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,8.0,chembl25
CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,0.0,Kim
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,0.0,Hou
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,100.0,Hou
Nc1ccn(C2CCC(CO)O2)c(=O)n1,88.0,Kim
Cc1cc2c(OC[C@H](O)CNC(C)C)cccc2[nH]1,82.0,chembl25
CCC(C(N)=O)N1CCCC1=O,99.0,Kim
CCC1(C)CC(=O)NC1=O,93.0,Kim
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],30.0,Hou
CC[N+](C)(C)[C@@H](C)CC(c1ccccc1)c1ccccc1,1.0,Hou
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,24.0,chembl25
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,20.0,Kim
COc1ccc2c(c1)[C@H](CCNC(C)=O)C=N2,12.0,Hou
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,40.0,Kim
C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,69.0,Hou
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,76.0,Kim
N[C@@H](CCC(=O)O)c1ccc(Cl)cc1,70.0,Hou
COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0.0,Hou
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,84.0,chembl25
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.0,chembl25
O=C(O)C(=O)O,7.0,Hou
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,25.0,Kim
C#CCN(C)C(C)Cc1ccccc1,4.4000001,Kim
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,88.0,Kim
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,70.0,chembl25
CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1.0,Kim
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,10.0,Kim
CCO,80.0,Hou
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,22.5,chembl25
O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl,54.0,Hou
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,90.0,Kim
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0,Hou
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,56.0,Kim
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,50.0,Kim
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,99.0,Hou
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,93.0,Hou
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,97.0,Hou
CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,60.0,chembl25
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,6.5,Kim
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(CC(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,0.0,Hou
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,4.0,Kim
CNS(=O)(=O)Cc1ccc2[nH]cc(CCCN3CCN(c4ncncc4OC)CC3)c2c1,17.200001,Hou
