SMILES,%F,SOURCE
C[C@@H](N)Cc1cccc(C(F)(F)F)c1,85.0,Hou
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,4.0,Kim
CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,28.0,chembl25
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,70.0,Kim
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,82.0,Kim
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,40.0,Kim
CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1,99.0,Kim
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.9000001,Hou
COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,69.0,Kim
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,81.0,Hou
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,30.9,Kim
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,10.0,Kim
CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,100.0,Hou
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,50.0,Hou
CN1C(=O)[C@@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,75.0,Hou
NC(N)=NCC1COC2(CCCCC2)O1,85.0,Hou
CC(C)[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC1,73.0,chembl25
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,64.0,chembl25
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,90.0,Hou
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,2.5,Hou
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,4.0,Hou
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,98.0,Hou
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,10.0,Hou
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,53.0,Kim
C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,30.0,Kim
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,70.0,Hou
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,23.0,chembl25
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,30.0,Hou
N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,5.0,chembl25
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,81.0,Hou
CC[C@H](CO)NCCN[C@H](CC)CO,77.0,Hou
CN[C@@]1(c2ccccc2Cl)CCCC(=O)C1,20.0,Hou
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,55.0,Hou
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,85.0,Hou
Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1,40.0,Kim
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C,32.0,Kim
COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,45.0,chembl25
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,34.0,chembl25
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,24.0,Kim
CC1(C)S[C@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@@H]1C(=O)O,5.0,Hou
CCOC(=O)C1=C[C@H](OC(CC)CC)[C@@H](NC(C)=O)[C@H](N)C1,75.0,Hou
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,70.0,Hou
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,6.0,chembl25
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,13.0,chembl25
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,71.0,chembl25
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,9.0,Hou
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,95.0,Kim
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,10.0,Kim
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,70.0,Kim
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,0.0,Kim
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,30.0,Kim
CNCCCC1c2ccccc2C=Cc2ccccc21,85.0,Hou
CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,10.0,Kim
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,67.5,Hou
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,37.0,Kim
C=CC(N)CCC(=O)O,99.0,Kim
COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,100.0,Hou
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,53.0,Hou
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,5.0,Kim
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0.0,Kim
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,35.0,Kim
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,2.24,Hou
COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,13.5,chembl25
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,90.0,Hou
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,75.0,Kim
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,76.0,Hou
CS(=O)(=O)OCCCCOS(C)(=O)=O,70.0,Hou
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,84.0,Kim
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,0.0,Hou
O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,93.5,Hou
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,10.0,Kim
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,19.5,Hou
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,90.0,Hou
CCN(CC)C(=O)Nc1ccc(OC[C@@H](O)CNC(C)(C)C)c(C(C)=O)c1,40.0,Hou
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,65.0,Hou
CC(C)(Oc1ccc(CCNC(=O)c2ccccc2)cc1)C(=O)O,99.0,Hou
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,90.0,Kim
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,61.0,Kim
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,2.24,Kim
Clc1ccc2nsnc2c1NC1=NCCN1,21.0,Hou
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,86.0,Kim
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,90.0,Kim
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,45.0,Hou
CC12CC3CC(C)(C1)CC(N)(C3)C2,100.0,Hou
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,2.0,Kim
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,63.0,Kim
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,3.0,Hou
C[C@@H](CCc1ccc2c(c1)OCO2)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,38.0,Hou
Cc1cccc(C)c1NC(=O)[C@H](C)N,89.0,chembl25
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,55.0,Kim
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,80.0,Hou
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,97.0,Hou
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,50.0,Hou
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,40.0,Kim
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@H](O)CNC(C)(C)C)c1,15.0,Hou
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,20.0,Hou
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,73.0,Kim
COC(=O)[C@@H]1[C@H](O)OC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]21,33.0,Hou
CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,41.0,Kim
CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,66.0,Kim
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,45.0,Kim
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,99.0,Kim
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,85.0,Kim
CCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,80.0,Kim
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,83.0,Kim
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,50.0,chembl25
NC1CONC1=O,80.0,Kim
O=P([O-])(O)C(NC1CCCCCC1)P(=O)([O-])O,1.0,Hou
COCCCOc1ccnc(C[S@](=O)c2nc3ccccc3[nH]2)c1C,52.0,Hou
CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,88.0,Kim
O=C1NS(=O)(=O)c2ccccc21,84.0,Hou
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,75.0,Hou
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,18.0,Hou
O=P1(NCCCl)OCCCN1CCCl,92.0,Kim
c1ccc2c(c1)OCC(C1=NCCN1)O2,34.0,Kim
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,82.0,Kim
CC[N+](C)(C)c1cccc(O)c1,0.0,Hou
O=C(O)CCCC[C@@H]1CCSS1,29.0,Hou
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,18.0,Hou
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,65.0,Hou
CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)nc(N)[nH]c21,59.4,chembl25
Nc1nc(=O)[nH]cc1F,84.0,Hou
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,15.0,Kim
Cc1cccc(OCC(O)CNC(C)C)c1,90.0,Kim
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,15.0,Kim
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,60.0,Kim
Clc1cccc(Cl)c1N=C1NCCN1,95.0,Hou
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,70.0,Kim
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,69.0,Hou
O=C1C(O)=C(O)OC1C(O)CO,99.0,Kim
Cc1cccc2c1NC(=O)c1cccnc1N2C1CC1,93.0,Hou
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,28.0,Kim
CNCCC(Oc1ccccc1C)c1ccccc1,94.0,Kim
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,0.0,Kim
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,98.0,Hou
O=C(O)C1C(=CCO)OC2CC(=O)N21,75.0,Kim
CN(C)C(=O)Oc1ccc[n+](C)c1,7.5999999,Hou
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,63.0,Hou
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,99.0,Kim
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,80.0,Hou
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,70.0,Kim
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,28.0,Kim
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,50.0,Kim
Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,90.0,Hou
CC(=O)NC(CS)C(=O)O,5.0,Kim
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,99.0,Kim
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,60.0,Kim
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,60.0,Hou
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,38.0,Hou
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,83.0,Hou
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,90.0,Kim
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,92.0,chembl25
Cc1cccc(N2CC(CO)OC2=O)c1,56.0,Kim
N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,0.0,Hou
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[C@@H](C(=O)N(C)C)N3)[C@H](C)[C@H]12,0.0,Hou
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,30.0,Kim
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,90.0,Kim
CCN[C@@H]1C[C@H](N)[C@@H](O[C@@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0.0,Hou
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.0,chembl25
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,93.0,Hou
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3CC4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12,10.0,chembl25
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,75.0,Kim
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@@H](O)CC(=O)O,12.0,Hou
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,17.5,Kim
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,93.0,Kim
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,85.0,Kim
Cn1c(=O)c2c(ncn2C)n(C)c1=O,98.0,Hou
CC(C)(C)NC[C@@H](O)c1ccc(O)c(C(=O)O)c1,71.0,Hou
NC(N)=NCCCC(N)C(=O)O,68.0,Kim
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,28.0,Kim
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,77.5,Hou
N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,26.0,Hou
CNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(C)[C@@H]1N2C,10.0,Hou
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,15.0,chembl25
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,26.0,chembl25
CC1=C(/C=C\C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,40.0,Hou
Nc1cc(-c2ccncc2)c[nH]c1=O,93.0,Hou
CN(C)CCCN1c2ccccc2CCc2ccccc21,42.0,Hou
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,0.0,Hou
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,85.0,Hou
Cn1nnc2c(C(N)=O)n[nH]c2c1=O,96.0,Hou
O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,1.0,Kim
CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,27.0,Kim
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,96.0,Hou
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1,47.0,Kim
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,85.0,Hou
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,23.0,Kim
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],90.0,Hou
C=C[C@@H](N)CCC(=O)O,100.0,Hou
C[N+](C)(C)C[C@H](O)CC(=O)[O-],10.0,chembl25
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@@H]2SC1,0.0,Hou
CC(C)NC[C@H](O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,70.0,Hou
Cc1cccc(C)c1NC(=O)NCCCNC(C)C,73.0,Kim
C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,78.0,Hou
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,90.0,Hou
C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,60.0,chembl25
Cc1cccc(OC[C@H](O)CNC(C)C)c1,90.0,chembl25
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,25.0,Hou
C[C@H]1Nc2ccccc2[C@@H]1NC(=O)c1ccc(Cl)cc1S(N)(=O)=O,90.0,Hou
Cn1c2c(c3ccccc31)C(=O)[C@H](Cn1ccnc1)CC2,62.0,Hou
OC[C@H](S)CS,0.0,Hou
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,13.0,chembl25
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,73.5,Hou
CN(C)CCC(c1ccccc1)c1ccccn1,99.0,Kim
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,13.0,Kim
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,15.0,Hou
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,82.0,Kim
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,20.0,Hou
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,95.0,Hou
CC(C)/N=C(\N)N=C(N)Nc1ccc(Cl)cc1,60.0,Hou
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.0,Kim
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.0,Kim
NC[C@@H]1O[C@@H](O[C@H]2[C@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,2.0,Hou
CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)[O-])NC1=O)C(C)O,0.0,Hou
CC[C@@H](C(N)=O)N1CCCC1=O,100.0,Hou
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,26.0,Hou
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,1.0,Kim
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,30.0,Hou
CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,92.0,Hou
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,17.0,Hou
CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,23.0,Kim
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,25.0,chembl25
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,5.0,Kim
O=C(O)[C@H]1/C(=C\CO)O[C@@H]2CC(=O)N21,75.0,Hou
O=c1[nH]cnc2[nH]ncc12,53.0,Hou
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,25.0,Kim
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,60.0,Hou
O[C@@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@H]2C=C[C@@H]1C2,30.0,Hou
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,90.0,chembl25
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,9.0,chembl25
CCc1cccc2c1N[C@@H]1[C@@H]2CCOC1(CC(=O)O)CC(=O)O,90.0,Hou
COc1ccccc1OCCNC[C@@H](O)OCc1cccc2[nH]c3ccccc3c12,25.0,Hou
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,77.0,chembl25
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,13.0,Hou
CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,25.0,Hou
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,55.0,Kim
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,20.0,Kim
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,72.0,Hou
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,91.0,Kim
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,70.0,chembl25
CNCc1ccc(CSCCN/C(=N/[N+](=O)[O-])NC)o1,52.0,Hou
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,1.0,Kim
